"_messagetimems","_messagetime","_raw","cluster","_collector","container","deployment","environment","host","log_level","logtype","namespace","node","pod","provider","region","service","_size","_source","_sourcecategory","_sourcehost","_sourcename","tier"
"1667250401383","10/31/2022 14:06:41.383 -0700","{""timestamp"":1667250401383,""log"":{""instant"":{""epochSecond"":1667250401,""nanoOfSecond"":383101000},""thread"":""cr-jetty-4796"",""level"":""INFO"",""loggerName"":""com.automationanywhere.serverrepository.core.service.impl.FileServiceBaseV2Impl"",""message"":""Checking dev license for user id:5"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.log4j.spi.AbstractLogger"",""contextMap"":{""NewRelic:span.id"":""c9e518280ad94d4b"",""NewRelic:trace.id"":""34f851713528da5c5ee0528ec478d97b""},""threadId"":4796,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:06:41.383337974Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-46-14.us-west-2.compute.internal","INFO","Other","default","ip-10-19-46-14.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-zr55r","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","558","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","35.155.28.36","default_lilywei-kernel-5b4df4c899-zr55r_kernel-kernel","infrequent"
"1667250401371","10/31/2022 14:06:41.371 -0700","{""timestamp"":1667250401371,""log"":{""instant"":{""epochSecond"":1667250401,""nanoOfSecond"":370854000},""thread"":""cr-jetty-4796"",""level"":""WARN"",""loggerName"":""com.automationanywhere.license.service.impl.LicenseStrategyProviderHelper"",""message"":""Exception thrown while fetching from configuration Configuration not found"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.log4j.spi.AbstractLogger"",""contextMap"":{""NewRelic:span.id"":""6569029d34224636"",""NewRelic:trace.id"":""34f851713528da5c5ee0528ec478d97b""},""threadId"":4796,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:06:41.371059668Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-46-14.us-west-2.compute.internal","WARN","Other","default","ip-10-19-46-14.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-zr55r","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","592","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","35.155.28.36","default_lilywei-kernel-5b4df4c899-zr55r_kernel-kernel","infrequent"
"1667250401299","10/31/2022 14:06:41.299 -0700","{""timestamp"":1667250401299,""log"":{""ClientAddr"":""10.19.201.235:47028"",""ClientHost"":""50.225.245.66"",""ClientPort"":""47028"",""ClientUsername"":""-"",""DownstreamContentSize"":596,""DownstreamStatus"":200,""Duration"":357377464,""OriginContentSize"":596,""OriginDuration"":357319700,""OriginStatus"":200,""Overhead"":57764,""RequestAddr"":""lilywei.aaedev.supremomono.com"",""RequestContentSize"":0,""RequestCount"":7437,""RequestHost"":""lilywei.aaedev.supremomono.com"",""RequestMethod"":""GET"",""RequestPath"":""/v2/repository/files/112"",""RequestPort"":""-"",""RequestProtocol"":""HTTP/1.1"",""RequestScheme"":""http"",""RetryAttempts"":0,""RouterName"":""app@file"",""ServiceAddr"":""127.0.0.1:4567"",""ServiceName"":""app@file"",""ServiceURL"":{""Scheme"":""http"",""Opaque"":"""",""User"":null,""Host"":""127.0.0.1:4567"",""Path"":"""",""RawPath"":"""",""OmitHost"":false,""ForceQuery"":false,""RawQuery"":"""",""Fragment"":"""",""RawFragment"":""""},""StartLocal"":""2022-10-31T21:06:40.941580082Z"",""StartUTC"":""2022-10-31T21:06:40.941580082Z"",""entryPointName"":""web"",""level"":""info"",""msg"":"""",""request_X-Authorization"":""REDACTED"",""time"":""2022-10-31T21:06:41Z""},""stream"":""stdout"",""time"":""2022-10-31T21:06:41.299173206Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-traefikv2","lilywei-kernel","test","ip-10-19-70-63.us-west-2.compute.internal","info","Other","default","ip-10-19-70-63.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-2429k","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","1113","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","35.155.28.36","default_lilywei-kernel-5b4df4c899-2429k_kernel-traefikv2","infrequent"
"1667250401294","10/31/2022 14:06:41.294 -0700","{""timestamp"":1667250401294,""log"":{""instant"":{""epochSecond"":1667250401,""nanoOfSecond"":294368000},""thread"":""cr-jetty-3558"",""level"":""INFO"",""loggerName"":""com.automationanywhere.serverrepository.core.service.impl.FileServiceBaseV2Impl"",""message"":""Get file by path params id:112"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.log4j.spi.AbstractLogger"",""contextMap"":{""NewRelic:span.id"":""ff3bfe09ea4daeba"",""NewRelic:trace.id"":""096cb962b2acfd91cb05bd49fe7cf1c0""},""threadId"":3558,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:06:41.294585472Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-70-63.us-west-2.compute.internal","INFO","Other","default","ip-10-19-70-63.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-2429k","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","554","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","44.235.187.138","default_lilywei-kernel-5b4df4c899-2429k_kernel-kernel","infrequent"
"1667250401289","10/31/2022 14:06:41.289 -0700","{""timestamp"":1667250401289,""log"":{""instant"":{""epochSecond"":1667250401,""nanoOfSecond"":283884000},""thread"":""cr-jetty-3558"",""level"":""WARN"",""loggerName"":""com.automationanywhere.license.service.impl.LicenseStrategyProviderHelper"",""message"":""Exception thrown while fetching from configuration Configuration not found"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.log4j.spi.AbstractLogger"",""contextMap"":{""NewRelic:span.id"":""e3e5145bd6e42dc8"",""NewRelic:trace.id"":""096cb962b2acfd91cb05bd49fe7cf1c0""},""threadId"":3558,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:06:41.289744345Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-70-63.us-west-2.compute.internal","WARN","Other","default","ip-10-19-70-63.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-2429k","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","592","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","44.235.187.138","default_lilywei-kernel-5b4df4c899-2429k_kernel-kernel","infrequent"
"1667250400977","10/31/2022 14:06:40.977 -0700","{""timestamp"":1667250400977,""log"":{""instant"":{""epochSecond"":1667250400,""nanoOfSecond"":977660000},""thread"":""SharedQuartzScheduler_Worker-2"",""level"":""INFO"",""loggerName"":""org.quartz.plugins.history.LoggingJobHistoryPlugin"",""message"":""Job DEFAULT.org.springframework.scheduling.quartz.JobDetailFactoryBean#e8b6bb7 execution complete at  21:06:40 10/31/2022 and reports: null"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.slf4j.Log4jLogger"",""contextMap"":{},""threadId"":256,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:06:40.977799397Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-46-14.us-west-2.compute.internal","INFO","Other","default","ip-10-19-46-14.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-zr55r","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","551","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","35.155.28.36","default_lilywei-kernel-5b4df4c899-zr55r_kernel-kernel","infrequent"
"1667250400977","10/31/2022 14:06:40.977 -0700","{""timestamp"":1667250400977,""log"":{""instant"":{""epochSecond"":1667250400,""nanoOfSecond"":977260000},""thread"":""SharedQuartzScheduler_Worker-2"",""level"":""INFO"",""loggerName"":""com.automationanywhere.es_management.quartz.job.ElasticsearchBackupJob"",""message"":""Elasticsearch Backup Ips are not configured."",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.log4j.spi.AbstractLogger"",""contextMap"":{""NewRelic:span.id"":""9ab5f636a6596b79"",""NewRelic:trace.id"":""645a50aa0132c76081c706e798da3404""},""threadId"":256,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:06:40.977467841Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-46-14.us-west-2.compute.internal","INFO","Other","default","ip-10-19-46-14.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-zr55r","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","575","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","35.155.28.36","default_lilywei-kernel-5b4df4c899-zr55r_kernel-kernel","infrequent"
"1667250400885","10/31/2022 14:06:40.885 -0700","{""timestamp"":1667250400885,""log"":{""ClientAddr"":""10.19.201.235:47028"",""ClientHost"":""50.225.245.66"",""ClientPort"":""47028"",""ClientUsername"":""-"",""DownstreamContentSize"":428,""DownstreamStatus"":200,""Duration"":537982271,""OriginContentSize"":428,""OriginDuration"":537919388,""OriginStatus"":200,""Overhead"":62883,""RequestAddr"":""lilywei.aaedev.supremomono.com"",""RequestContentSize"":79,""RequestCount"":7436,""RequestHost"":""lilywei.aaedev.supremomono.com"",""RequestMethod"":""POST"",""RequestPath"":""/v2/repository/files/validate"",""RequestPort"":""-"",""RequestProtocol"":""HTTP/1.1"",""RequestScheme"":""http"",""RetryAttempts"":0,""RouterName"":""app@file"",""ServiceAddr"":""127.0.0.1:4567"",""ServiceName"":""app@file"",""ServiceURL"":{""Scheme"":""http"",""Opaque"":"""",""User"":null,""Host"":""127.0.0.1:4567"",""Path"":"""",""RawPath"":"""",""OmitHost"":false,""ForceQuery"":false,""RawQuery"":"""",""Fragment"":"""",""RawFragment"":""""},""StartLocal"":""2022-10-31T21:06:40.347262228Z"",""StartUTC"":""2022-10-31T21:06:40.347262228Z"",""entryPointName"":""web"",""level"":""info"",""msg"":"""",""request_X-Authorization"":""REDACTED"",""time"":""2022-10-31T21:06:40Z""},""stream"":""stdout"",""time"":""2022-10-31T21:06:40.88545135Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-traefikv2","lilywei-kernel","test","ip-10-19-70-63.us-west-2.compute.internal","info","Other","default","ip-10-19-70-63.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-2429k","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","1119","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","35.155.28.36","default_lilywei-kernel-5b4df4c899-2429k_kernel-traefikv2","infrequent"
"1667250400874","10/31/2022 14:06:40.874 -0700","{""timestamp"":1667250400874,""log"":{""instant"":{""epochSecond"":1667250400,""nanoOfSecond"":870487000},""thread"":""cr-jetty-3558"",""level"":""INFO"",""loggerName"":""com.automationanywhere.serverrepository.core.service.impl.ActionServiceV2Impl"",""message"":""Number of files with unknown errors = 0 fileId = 119"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.log4j.spi.AbstractLogger"",""contextMap"":{""NewRelic:span.id"":""b0a36ad36e4f0ea3"",""NewRelic:trace.id"":""178449303aabe52f1b8ca6ef580c75af""},""threadId"":3558,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:06:40.870620076Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-70-63.us-west-2.compute.internal","INFO","Other","default","ip-10-19-70-63.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-2429k","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","574","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","35.155.28.36","default_lilywei-kernel-5b4df4c899-2429k_kernel-kernel","infrequent"
"1667250400874","10/31/2022 14:06:40.874 -0700","{""timestamp"":1667250400874,""log"":{""instant"":{""epochSecond"":1667250400,""nanoOfSecond"":870449000},""thread"":""cr-jetty-3558"",""level"":""INFO"",""loggerName"":""com.automationanywhere.serverrepository.core.service.impl.ActionServiceV2Impl"",""message"":""Number of restricted packages = 0 fileId = 119"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.log4j.spi.AbstractLogger"",""contextMap"":{""NewRelic:span.id"":""b0a36ad36e4f0ea3"",""NewRelic:trace.id"":""178449303aabe52f1b8ca6ef580c75af""},""threadId"":3558,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:06:40.870599886Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-70-63.us-west-2.compute.internal","INFO","Other","default","ip-10-19-70-63.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-2429k","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","568","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","35.155.28.36","default_lilywei-kernel-5b4df4c899-2429k_kernel-kernel","infrequent"
"1667250400873","10/31/2022 14:06:40.873 -0700","{""timestamp"":1667250400873,""log"":{""instant"":{""epochSecond"":1667250400,""nanoOfSecond"":870409000},""thread"":""cr-jetty-3558"",""level"":""INFO"",""loggerName"":""com.automationanywhere.serverrepository.core.service.impl.ActionServiceV2Impl"",""message"":""Number of files with invalid status = 0 fileId = 119"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.log4j.spi.AbstractLogger"",""contextMap"":{""NewRelic:span.id"":""b0a36ad36e4f0ea3"",""NewRelic:trace.id"":""178449303aabe52f1b8ca6ef580c75af""},""threadId"":3558,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:06:40.87059059Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-70-63.us-west-2.compute.internal","INFO","Other","default","ip-10-19-70-63.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-2429k","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","573","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","35.155.28.36","default_lilywei-kernel-5b4df4c899-2429k_kernel-kernel","infrequent"
"1667250400873","10/31/2022 14:06:40.873 -0700","{""timestamp"":1667250400873,""log"":{""instant"":{""epochSecond"":1667250400,""nanoOfSecond"":870372000},""thread"":""cr-jetty-3558"",""level"":""INFO"",""loggerName"":""com.automationanywhere.serverrepository.core.service.impl.ActionServiceV2Impl"",""message"":""Number of files with error = 0 fileId = 119"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.log4j.spi.AbstractLogger"",""contextMap"":{""NewRelic:span.id"":""b0a36ad36e4f0ea3"",""NewRelic:trace.id"":""178449303aabe52f1b8ca6ef580c75af""},""threadId"":3558,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:06:40.870473135Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-70-63.us-west-2.compute.internal","INFO","Other","default","ip-10-19-70-63.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-2429k","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","565","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","35.155.28.36","default_lilywei-kernel-5b4df4c899-2429k_kernel-kernel","infrequent"
"1667250400871","10/31/2022 14:06:40.871 -0700","{""timestamp"":1667250400871,""log"":{""instant"":{""epochSecond"":1667250400,""nanoOfSecond"":870322000},""thread"":""cr-jetty-3558"",""level"":""INFO"",""loggerName"":""com.automationanywhere.serverrepository.core.service.impl.ActionServiceV2Impl"",""message"":""Number of files already exists in the target workspace = 0 fileId = 119"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.log4j.spi.AbstractLogger"",""contextMap"":{""NewRelic:span.id"":""b0a36ad36e4f0ea3"",""NewRelic:trace.id"":""178449303aabe52f1b8ca6ef580c75af""},""threadId"":3558,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:06:40.870435701Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-70-63.us-west-2.compute.internal","INFO","Other","default","ip-10-19-70-63.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-2429k","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","593","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","35.155.28.36","default_lilywei-kernel-5b4df4c899-2429k_kernel-kernel","infrequent"
"1667250400871","10/31/2022 14:06:40.871 -0700","{""timestamp"":1667250400871,""log"":{""instant"":{""epochSecond"":1667250400,""nanoOfSecond"":870241000},""thread"":""cr-jetty-3558"",""level"":""INFO"",""loggerName"":""com.automationanywhere.serverrepository.core.service.impl.ActionServiceV2Impl"",""message"":""Number of files having case-sensitive file paths = 0 fileId = 119"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.log4j.spi.AbstractLogger"",""contextMap"":{""NewRelic:span.id"":""b0a36ad36e4f0ea3"",""NewRelic:trace.id"":""178449303aabe52f1b8ca6ef580c75af""},""threadId"":3558,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:06:40.870393757Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-70-63.us-west-2.compute.internal","INFO","Other","default","ip-10-19-70-63.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-2429k","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","587","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","35.155.28.36","default_lilywei-kernel-5b4df4c899-2429k_kernel-kernel","infrequent"
"1667250400871","10/31/2022 14:06:40.871 -0700","{""timestamp"":1667250400871,""log"":{""instant"":{""epochSecond"":1667250400,""nanoOfSecond"":870130000},""thread"":""cr-jetty-3558"",""level"":""INFO"",""loggerName"":""com.automationanywhere.serverrepository.core.service.impl.ActionServiceV2Impl"",""message"":""Number of files without permission = 0 fileId = 119"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.log4j.spi.AbstractLogger"",""contextMap"":{""NewRelic:span.id"":""b0a36ad36e4f0ea3"",""NewRelic:trace.id"":""178449303aabe52f1b8ca6ef580c75af""},""threadId"":3558,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:06:40.870357331Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-70-63.us-west-2.compute.internal","INFO","Other","default","ip-10-19-70-63.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-2429k","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","573","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","35.155.28.36","default_lilywei-kernel-5b4df4c899-2429k_kernel-kernel","infrequent"
"1667250400871","10/31/2022 14:06:40.871 -0700","{""timestamp"":1667250400871,""log"":{""instant"":{""epochSecond"":1667250400,""nanoOfSecond"":869972000},""thread"":""cr-jetty-3558"",""level"":""INFO"",""loggerName"":""com.automationanywhere.serverrepository.core.service.impl.ActionServiceV2Impl"",""message"":""Number of missing dependencies = 0 fileId = 119"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.log4j.spi.AbstractLogger"",""contextMap"":{""NewRelic:span.id"":""b0a36ad36e4f0ea3"",""NewRelic:trace.id"":""178449303aabe52f1b8ca6ef580c75af""},""threadId"":3558,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:06:40.870333368Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-70-63.us-west-2.compute.internal","INFO","Other","default","ip-10-19-70-63.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-2429k","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","569","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","35.155.28.36","default_lilywei-kernel-5b4df4c899-2429k_kernel-kernel","infrequent"
"1667250400866","10/31/2022 14:06:40.866 -0700","{""timestamp"":1667250400866,""log"":{""instant"":{""epochSecond"":1667250400,""nanoOfSecond"":861447000},""thread"":""cr-jetty-3558"",""level"":""INFO"",""loggerName"":""com.automationanywhere.serverrepository.core.service.impl.FileServiceBaseV2Impl"",""message"":""Checking if the user has upload permission to the directory the file resides in:9"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.log4j.spi.AbstractLogger"",""contextMap"":{""NewRelic:span.id"":""b0a36ad36e4f0ea3"",""NewRelic:trace.id"":""178449303aabe52f1b8ca6ef580c75af""},""threadId"":3558,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:06:40.861546816Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-70-63.us-west-2.compute.internal","INFO","Other","default","ip-10-19-70-63.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-2429k","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","605","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","35.155.28.36","default_lilywei-kernel-5b4df4c899-2429k_kernel-kernel","infrequent"
"1667250400866","10/31/2022 14:06:40.866 -0700","{""timestamp"":1667250400866,""log"":{""instant"":{""epochSecond"":1667250400,""nanoOfSecond"":861394000},""thread"":""cr-jetty-3558"",""level"":""INFO"",""loggerName"":""com.automationanywhere.serverrepository.core.service.impl.FileServiceBaseV2Impl"",""message"":""Checking if the user has upload permissions to edit the file :87"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.log4j.spi.AbstractLogger"",""contextMap"":{""NewRelic:span.id"":""b0a36ad36e4f0ea3"",""NewRelic:trace.id"":""178449303aabe52f1b8ca6ef580c75af""},""threadId"":3558,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:06:40.86151493Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-70-63.us-west-2.compute.internal","INFO","Other","default","ip-10-19-70-63.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-2429k","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","587","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","35.155.28.36","default_lilywei-kernel-5b4df4c899-2429k_kernel-kernel","infrequent"
"1667250400861","10/31/2022 14:06:40.861 -0700","{""timestamp"":1667250400861,""log"":{""instant"":{""epochSecond"":1667250400,""nanoOfSecond"":861249000},""thread"":""cr-jetty-3558"",""level"":""INFO"",""loggerName"":""com.automationanywhere.serverrepository.core.service.impl.PathResolverV2Impl"",""message"":""For path:Automation Anywhere\\Bots\\F-CS-24482-CheckoutWithChildVersionhoce\\subChild2kSKt-Test the Ordered Resolved Paths are [Automation Anywhere, Automation Anywhere\\Bots, Automation Anywhere\\Bots\\F-CS-24482-CheckoutWithChildVersionhoce] and the ordered unresolved path parts are: [subChild2kSKt-Test]"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.log4j.spi.AbstractLogger"",""contextMap"":{""NewRelic:span.id"":""b0a36ad36e4f0ea3"",""NewRelic:trace.id"":""178449303aabe52f1b8ca6ef580c75af""},""threadId"":3558,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:06:40.861402142Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-70-63.us-west-2.compute.internal","INFO","Other","default","ip-10-19-70-63.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-2429k","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","828","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","35.155.28.36","default_lilywei-kernel-5b4df4c899-2429k_kernel-kernel","infrequent"
"1667250400859","10/31/2022 14:06:40.859 -0700","{""timestamp"":1667250400859,""log"":{""instant"":{""epochSecond"":1667250400,""nanoOfSecond"":858960000},""thread"":""cr-jetty-3558"",""level"":""INFO"",""loggerName"":""com.automationanywhere.serverrepository.core.service.impl.PathResolverV2Impl"",""message"":""All the paths that need to be resolved for path:Automation Anywhere\\Bots\\F-CS-24482-CheckoutWithChildVersionhoce\\subChild2kSKt-Test are :[Automation Anywhere, Automation Anywhere\\Bots, Automation Anywhere\\Bots\\F-CS-24482-CheckoutWithChildVersionhoce, Automation Anywhere\\Bots\\F-CS-24482-CheckoutWithChildVersionhoce\\subChild2kSKt-Test]"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.log4j.spi.AbstractLogger"",""contextMap"":{""NewRelic:span.id"":""b0a36ad36e4f0ea3"",""NewRelic:trace.id"":""178449303aabe52f1b8ca6ef580c75af""},""threadId"":3558,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:06:40.85915632Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-70-63.us-west-2.compute.internal","INFO","Other","default","ip-10-19-70-63.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-2429k","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","864","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","35.155.28.36","default_lilywei-kernel-5b4df4c899-2429k_kernel-kernel","infrequent"
"1667250400855","10/31/2022 14:06:40.855 -0700","{""timestamp"":1667250400855,""log"":{""instant"":{""epochSecond"":1667250400,""nanoOfSecond"":854608000},""thread"":""cr-jetty-3558"",""level"":""INFO"",""loggerName"":""com.automationanywhere.serverrepository.core.service.impl.FileServiceBaseV2Impl"",""message"":""Checking if the user has upload permission to the directory the file resides in:9"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.log4j.spi.AbstractLogger"",""contextMap"":{""NewRelic:span.id"":""b0a36ad36e4f0ea3"",""NewRelic:trace.id"":""178449303aabe52f1b8ca6ef580c75af""},""threadId"":3558,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:06:40.854685499Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-70-63.us-west-2.compute.internal","INFO","Other","default","ip-10-19-70-63.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-2429k","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","605","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","35.155.28.36","default_lilywei-kernel-5b4df4c899-2429k_kernel-kernel","infrequent"
"1667250400855","10/31/2022 14:06:40.855 -0700","{""timestamp"":1667250400855,""log"":{""instant"":{""epochSecond"":1667250400,""nanoOfSecond"":854574000},""thread"":""cr-jetty-3558"",""level"":""INFO"",""loggerName"":""com.automationanywhere.serverrepository.core.service.impl.FileServiceBaseV2Impl"",""message"":""Checking if the user has upload permissions to edit the file :87"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.log4j.spi.AbstractLogger"",""contextMap"":{""NewRelic:span.id"":""b0a36ad36e4f0ea3"",""NewRelic:trace.id"":""178449303aabe52f1b8ca6ef580c75af""},""threadId"":3558,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:06:40.85464253Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-70-63.us-west-2.compute.internal","INFO","Other","default","ip-10-19-70-63.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-2429k","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","587","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","35.155.28.36","default_lilywei-kernel-5b4df4c899-2429k_kernel-kernel","infrequent"
