"_messagetimems","_messagetime","_raw","cluster","_collector","container","deployment","environment","host","log_level","logtype","namespace","node","pod","provider","region","service","_size","_source","_sourcecategory","_sourcehost","_sourcename","tier"
"1667250478957","10/31/2022 14:07:58.957 -0700","{""timestamp"":1667250478957,""log"":{""instant"":{""epochSecond"":1667250478,""nanoOfSecond"":957295000},""thread"":""queueReceivingThread-lilywei-kernel-5b4df4c899-zr55r-PackageSubscriber-Consumer.packages.VirtualTopic.Package-0d42fb2c-7a13-495c-8225-b7e8d65741cc"",""level"":""INFO"",""loggerName"":""com.automationanywhere.packages.migration.DefaultPackageMigrationService"",""message"":""CR version key selected:8750"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.log4j.spi.AbstractLogger"",""contextMap"":{""NewRelic:span.id"":""8c810182a2de3cbd"",""NewRelic:trace.id"":""a9e66d339788d57e5edeeeb0caf3adfa""},""threadId"":373,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:07:58.957445773Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-46-14.us-west-2.compute.internal","INFO","Other","default","ip-10-19-46-14.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-zr55r","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","677","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","35.155.28.36","default_lilywei-kernel-5b4df4c899-zr55r_kernel-kernel","infrequent"
"1667250478957","10/31/2022 14:07:58.957 -0700","{""timestamp"":1667250478957,""log"":{""instant"":{""epochSecond"":1667250478,""nanoOfSecond"":957000000},""thread"":""queueReceivingThread-lilywei-kernel-5b4df4c899-zr55r-PackageSubscriber-Consumer.packages.VirtualTopic.Package-0d42fb2c-7a13-495c-8225-b7e8d65741cc"",""level"":""INFO"",""loggerName"":""com.automationanywhere.packages.migration.DefaultPackageMigrationService"",""message"":""bot-command-oexcelonline.json contents: {\""8750\"":\""2.10.1-20221006-064900\""}"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.log4j.spi.AbstractLogger"",""contextMap"":{""NewRelic:span.id"":""8c810182a2de3cbd"",""NewRelic:trace.id"":""a9e66d339788d57e5edeeeb0caf3adfa""},""threadId"":373,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:07:58.957147285Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-46-14.us-west-2.compute.internal","INFO","Other","default","ip-10-19-46-14.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-zr55r","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","726","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","35.155.28.36","default_lilywei-kernel-5b4df4c899-zr55r_kernel-kernel","infrequent"
"1667250478954","10/31/2022 14:07:58.954 -0700","{""timestamp"":1667250478954,""log"":{""instant"":{""epochSecond"":1667250478,""nanoOfSecond"":954008000},""thread"":""queueReceivingThread-lilywei-kernel-5b4df4c899-zr55r-PackageSubscriber-Consumer.packages.VirtualTopic.Package-0d42fb2c-7a13-495c-8225-b7e8d65741cc"",""level"":""INFO"",""loggerName"":""com.automationanywhere.packages.service.impl.PackageServiceImpl"",""message"":""The available version is already installed, so no need to install it again."",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.log4j.spi.AbstractLogger"",""contextMap"":{""NewRelic:span.id"":""8c810182a2de3cbd"",""NewRelic:trace.id"":""a9e66d339788d57e5edeeeb0caf3adfa""},""threadId"":373,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:07:58.954141722Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-46-14.us-west-2.compute.internal","INFO","Other","default","ip-10-19-46-14.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-zr55r","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","715","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","35.155.28.36","default_lilywei-kernel-5b4df4c899-zr55r_kernel-kernel","infrequent"
"1667250478953","10/31/2022 14:07:58.953 -0700","{""timestamp"":1667250478953,""log"":{""instant"":{""epochSecond"":1667250478,""nanoOfSecond"":953221000},""thread"":""queueReceivingThread-lilywei-kernel-5b4df4c899-zr55r-PackageSubscriber-Consumer.packages.VirtualTopic.Package-0d42fb2c-7a13-495c-8225-b7e8d65741cc"",""level"":""INFO"",""loggerName"":""com.automationanywhere.packages.service.impl.PackageServiceImpl"",""message"":""Pkg bot-command-service - available:4.6.0-20220930-121118 - installed:4.6.0-20220930-121118 (global? true)"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.log4j.spi.AbstractLogger"",""contextMap"":{""NewRelic:span.id"":""8c810182a2de3cbd"",""NewRelic:trace.id"":""a9e66d339788d57e5edeeeb0caf3adfa""},""threadId"":373,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:07:58.953385968Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-46-14.us-west-2.compute.internal","INFO","Other","default","ip-10-19-46-14.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-zr55r","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","746","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","35.155.28.36","default_lilywei-kernel-5b4df4c899-zr55r_kernel-kernel","infrequent"
"1667250478952","10/31/2022 14:07:58.952 -0700","{""timestamp"":1667250478952,""log"":{""instant"":{""epochSecond"":1667250478,""nanoOfSecond"":951868000},""thread"":""queueReceivingThread-lilywei-kernel-5b4df4c899-zr55r-PackageSubscriber-Consumer.packages.VirtualTopic.Package-0d42fb2c-7a13-495c-8225-b7e8d65741cc"",""level"":""INFO"",""loggerName"":""com.automationanywhere.packages.migration.DefaultPackageMigrationService"",""message"":""Checking if pkg bot-command-service-4.6.0-20220930-121118 needs to be installed"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.log4j.spi.AbstractLogger"",""contextMap"":{""NewRelic:span.id"":""8c810182a2de3cbd"",""NewRelic:trace.id"":""a9e66d339788d57e5edeeeb0caf3adfa""},""threadId"":373,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:07:58.951960257Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-46-14.us-west-2.compute.internal","INFO","Other","default","ip-10-19-46-14.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-zr55r","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","728","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","35.155.28.36","default_lilywei-kernel-5b4df4c899-zr55r_kernel-kernel","infrequent"
"1667250478952","10/31/2022 14:07:58.952 -0700","{""timestamp"":1667250478952,""log"":{""instant"":{""epochSecond"":1667250478,""nanoOfSecond"":951809000},""thread"":""queueReceivingThread-lilywei-kernel-5b4df4c899-zr55r-PackageSubscriber-Consumer.packages.VirtualTopic.Package-0d42fb2c-7a13-495c-8225-b7e8d65741cc"",""level"":""INFO"",""loggerName"":""com.automationanywhere.packages.migration.DefaultPackageMigrationService"",""message"":""CR version key selected:8750"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.log4j.spi.AbstractLogger"",""contextMap"":{""NewRelic:span.id"":""8c810182a2de3cbd"",""NewRelic:trace.id"":""a9e66d339788d57e5edeeeb0caf3adfa""},""threadId"":373,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:07:58.951948717Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-46-14.us-west-2.compute.internal","INFO","Other","default","ip-10-19-46-14.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-zr55r","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","677","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","35.155.28.36","default_lilywei-kernel-5b4df4c899-zr55r_kernel-kernel","infrequent"
"1667250478951","10/31/2022 14:07:58.951 -0700","{""timestamp"":1667250478951,""log"":{""instant"":{""epochSecond"":1667250478,""nanoOfSecond"":951555000},""thread"":""queueReceivingThread-lilywei-kernel-5b4df4c899-zr55r-PackageSubscriber-Consumer.packages.VirtualTopic.Package-0d42fb2c-7a13-495c-8225-b7e8d65741cc"",""level"":""INFO"",""loggerName"":""com.automationanywhere.packages.migration.DefaultPackageMigrationService"",""message"":""bot-command-service.json contents: {\""8750\"":\""4.6.0-20220930-121118\""}"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.log4j.spi.AbstractLogger"",""contextMap"":{""NewRelic:span.id"":""8c810182a2de3cbd"",""NewRelic:trace.id"":""a9e66d339788d57e5edeeeb0caf3adfa""},""threadId"":373,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:07:58.951757555Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-46-14.us-west-2.compute.internal","INFO","Other","default","ip-10-19-46-14.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-zr55r","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","720","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","35.155.28.36","default_lilywei-kernel-5b4df4c899-zr55r_kernel-kernel","infrequent"
"1667250478948","10/31/2022 14:07:58.948 -0700","{""timestamp"":1667250478948,""log"":{""instant"":{""epochSecond"":1667250478,""nanoOfSecond"":948266000},""thread"":""queueReceivingThread-lilywei-kernel-5b4df4c899-zr55r-PackageSubscriber-Consumer.packages.VirtualTopic.Package-0d42fb2c-7a13-495c-8225-b7e8d65741cc"",""level"":""INFO"",""loggerName"":""com.automationanywhere.packages.service.impl.PackageServiceImpl"",""message"":""The available version is already installed, so no need to install it again."",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.log4j.spi.AbstractLogger"",""contextMap"":{""NewRelic:span.id"":""8c810182a2de3cbd"",""NewRelic:trace.id"":""a9e66d339788d57e5edeeeb0caf3adfa""},""threadId"":373,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:07:58.94840708Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-46-14.us-west-2.compute.internal","INFO","Other","default","ip-10-19-46-14.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-zr55r","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","714","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","35.155.28.36","default_lilywei-kernel-5b4df4c899-zr55r_kernel-kernel","infrequent"
"1667250478948","10/31/2022 14:07:58.948 -0700","{""timestamp"":1667250478948,""log"":{""instant"":{""epochSecond"":1667250478,""nanoOfSecond"":948028000},""thread"":""queueReceivingThread-lilywei-kernel-5b4df4c899-zr55r-PackageSubscriber-Consumer.packages.VirtualTopic.Package-0d42fb2c-7a13-495c-8225-b7e8d65741cc"",""level"":""INFO"",""loggerName"":""com.automationanywhere.packages.service.impl.PackageServiceImpl"",""message"":""Pkg bot-command-recorder - available:2.9.0-20221012-061038 - installed:2.9.0-20221012-061038 (global? true)"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.log4j.spi.AbstractLogger"",""contextMap"":{""NewRelic:span.id"":""8c810182a2de3cbd"",""NewRelic:trace.id"":""a9e66d339788d57e5edeeeb0caf3adfa""},""threadId"":373,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:07:58.948190214Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-46-14.us-west-2.compute.internal","INFO","Other","default","ip-10-19-46-14.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-zr55r","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","747","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","35.155.28.36","default_lilywei-kernel-5b4df4c899-zr55r_kernel-kernel","infrequent"
"1667250478947","10/31/2022 14:07:58.947 -0700","{""timestamp"":1667250478947,""log"":{""instant"":{""epochSecond"":1667250478,""nanoOfSecond"":946541000},""thread"":""queueReceivingThread-lilywei-kernel-5b4df4c899-zr55r-PackageSubscriber-Consumer.packages.VirtualTopic.Package-0d42fb2c-7a13-495c-8225-b7e8d65741cc"",""level"":""INFO"",""loggerName"":""com.automationanywhere.packages.migration.DefaultPackageMigrationService"",""message"":""Checking if pkg bot-command-recorder-2.9.0-20221012-061038 needs to be installed"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.log4j.spi.AbstractLogger"",""contextMap"":{""NewRelic:span.id"":""8c810182a2de3cbd"",""NewRelic:trace.id"":""a9e66d339788d57e5edeeeb0caf3adfa""},""threadId"":373,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:07:58.946690265Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-46-14.us-west-2.compute.internal","INFO","Other","default","ip-10-19-46-14.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-zr55r","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","729","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","35.155.28.36","default_lilywei-kernel-5b4df4c899-zr55r_kernel-kernel","infrequent"
"1667250478947","10/31/2022 14:07:58.947 -0700","{""timestamp"":1667250478947,""log"":{""instant"":{""epochSecond"":1667250478,""nanoOfSecond"":946307000},""thread"":""queueReceivingThread-lilywei-kernel-5b4df4c899-zr55r-PackageSubscriber-Consumer.packages.VirtualTopic.Package-0d42fb2c-7a13-495c-8225-b7e8d65741cc"",""level"":""INFO"",""loggerName"":""com.automationanywhere.packages.migration.DefaultPackageMigrationService"",""message"":""CR version key selected:14068"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.log4j.spi.AbstractLogger"",""contextMap"":{""NewRelic:span.id"":""8c810182a2de3cbd"",""NewRelic:trace.id"":""a9e66d339788d57e5edeeeb0caf3adfa""},""threadId"":373,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:07:58.946463672Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-46-14.us-west-2.compute.internal","INFO","Other","default","ip-10-19-46-14.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-zr55r","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","678","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","35.155.28.36","default_lilywei-kernel-5b4df4c899-zr55r_kernel-kernel","infrequent"
"1667250478946","10/31/2022 14:07:58.946 -0700","{""timestamp"":1667250478946,""log"":{""instant"":{""epochSecond"":1667250478,""nanoOfSecond"":945989000},""thread"":""queueReceivingThread-lilywei-kernel-5b4df4c899-zr55r-PackageSubscriber-Consumer.packages.VirtualTopic.Package-0d42fb2c-7a13-495c-8225-b7e8d65741cc"",""level"":""INFO"",""loggerName"":""com.automationanywhere.packages.migration.DefaultPackageMigrationService"",""message"":""bot-command-recorder.json contents: {\""11142\"":\""2.5.0-20220504-080716\"",\""12170\"":\""2.5.1-20220209-134635\"",\""12247\"":\""2.5.4-20220309-151830\"",\""13279\"":\""2.6.1-20220428-010714\"",\""14068\"":\""2.9.0-20221012-061038\""}"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.log4j.spi.AbstractLogger"",""contextMap"":{""NewRelic:span.id"":""8c810182a2de3cbd"",""NewRelic:trace.id"":""a9e66d339788d57e5edeeeb0caf3adfa""},""threadId"":373,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:07:58.946153779Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-46-14.us-west-2.compute.internal","INFO","Other","default","ip-10-19-46-14.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-zr55r","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","866","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","35.155.28.36","default_lilywei-kernel-5b4df4c899-zr55r_kernel-kernel","infrequent"
"1667250478943","10/31/2022 14:07:58.943 -0700","{""timestamp"":1667250478943,""log"":{""instant"":{""epochSecond"":1667250478,""nanoOfSecond"":942859000},""thread"":""queueReceivingThread-lilywei-kernel-5b4df4c899-zr55r-PackageSubscriber-Consumer.packages.VirtualTopic.Package-0d42fb2c-7a13-495c-8225-b7e8d65741cc"",""level"":""INFO"",""loggerName"":""com.automationanywhere.packages.service.impl.PackageServiceImpl"",""message"":""The available version is already installed, so no need to install it again."",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.log4j.spi.AbstractLogger"",""contextMap"":{""NewRelic:span.id"":""8c810182a2de3cbd"",""NewRelic:trace.id"":""a9e66d339788d57e5edeeeb0caf3adfa""},""threadId"":373,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:07:58.942992273Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-46-14.us-west-2.compute.internal","INFO","Other","default","ip-10-19-46-14.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-zr55r","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","715","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","35.155.28.36","default_lilywei-kernel-5b4df4c899-zr55r_kernel-kernel","infrequent"
"1667250478943","10/31/2022 14:07:58.943 -0700","{""timestamp"":1667250478943,""log"":{""instant"":{""epochSecond"":1667250478,""nanoOfSecond"":942629000},""thread"":""queueReceivingThread-lilywei-kernel-5b4df4c899-zr55r-PackageSubscriber-Consumer.packages.VirtualTopic.Package-0d42fb2c-7a13-495c-8225-b7e8d65741cc"",""level"":""INFO"",""loggerName"":""com.automationanywhere.packages.service.impl.PackageServiceImpl"",""message"":""Pkg bot-command-pdf - available:3.7.1-20221012-090203 - installed:3.7.1-20221012-090203 (global? true)"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.log4j.spi.AbstractLogger"",""contextMap"":{""NewRelic:span.id"":""8c810182a2de3cbd"",""NewRelic:trace.id"":""a9e66d339788d57e5edeeeb0caf3adfa""},""threadId"":373,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:07:58.942787817Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-46-14.us-west-2.compute.internal","INFO","Other","default","ip-10-19-46-14.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-zr55r","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","742","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","35.155.28.36","default_lilywei-kernel-5b4df4c899-zr55r_kernel-kernel","infrequent"
"1667250478941","10/31/2022 14:07:58.941 -0700","{""timestamp"":1667250478941,""log"":{""instant"":{""epochSecond"":1667250478,""nanoOfSecond"":941191000},""thread"":""queueReceivingThread-lilywei-kernel-5b4df4c899-zr55r-PackageSubscriber-Consumer.packages.VirtualTopic.Package-0d42fb2c-7a13-495c-8225-b7e8d65741cc"",""level"":""INFO"",""loggerName"":""com.automationanywhere.packages.migration.DefaultPackageMigrationService"",""message"":""Checking if pkg bot-command-pdf-3.7.1-20221012-090203 needs to be installed"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.log4j.spi.AbstractLogger"",""contextMap"":{""NewRelic:span.id"":""8c810182a2de3cbd"",""NewRelic:trace.id"":""a9e66d339788d57e5edeeeb0caf3adfa""},""threadId"":373,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:07:58.94133973Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-46-14.us-west-2.compute.internal","INFO","Other","default","ip-10-19-46-14.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-zr55r","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","723","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","35.155.28.36","default_lilywei-kernel-5b4df4c899-zr55r_kernel-kernel","infrequent"
"1667250478941","10/31/2022 14:07:58.941 -0700","{""timestamp"":1667250478941,""log"":{""instant"":{""epochSecond"":1667250478,""nanoOfSecond"":940989000},""thread"":""queueReceivingThread-lilywei-kernel-5b4df4c899-zr55r-PackageSubscriber-Consumer.packages.VirtualTopic.Package-0d42fb2c-7a13-495c-8225-b7e8d65741cc"",""level"":""INFO"",""loggerName"":""com.automationanywhere.packages.migration.DefaultPackageMigrationService"",""message"":""CR version key selected:8750"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.log4j.spi.AbstractLogger"",""contextMap"":{""NewRelic:span.id"":""8c810182a2de3cbd"",""NewRelic:trace.id"":""a9e66d339788d57e5edeeeb0caf3adfa""},""threadId"":373,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:07:58.941124372Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-46-14.us-west-2.compute.internal","INFO","Other","default","ip-10-19-46-14.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-zr55r","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","677","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","35.155.28.36","default_lilywei-kernel-5b4df4c899-zr55r_kernel-kernel","infrequent"
"1667250478941","10/31/2022 14:07:58.941 -0700","{""timestamp"":1667250478941,""log"":{""instant"":{""epochSecond"":1667250478,""nanoOfSecond"":940651000},""thread"":""queueReceivingThread-lilywei-kernel-5b4df4c899-zr55r-PackageSubscriber-Consumer.packages.VirtualTopic.Package-0d42fb2c-7a13-495c-8225-b7e8d65741cc"",""level"":""INFO"",""loggerName"":""com.automationanywhere.packages.migration.DefaultPackageMigrationService"",""message"":""bot-command-pdf.json contents: {\""8750\"":\""3.7.1-20221012-090203\""}"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.log4j.spi.AbstractLogger"",""contextMap"":{""NewRelic:span.id"":""8c810182a2de3cbd"",""NewRelic:trace.id"":""a9e66d339788d57e5edeeeb0caf3adfa""},""threadId"":373,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:07:58.940828326Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-46-14.us-west-2.compute.internal","INFO","Other","default","ip-10-19-46-14.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-zr55r","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","716","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","35.155.28.36","default_lilywei-kernel-5b4df4c899-zr55r_kernel-kernel","infrequent"
"1667250478938","10/31/2022 14:07:58.938 -0700","{""timestamp"":1667250478938,""log"":{""instant"":{""epochSecond"":1667250478,""nanoOfSecond"":937592000},""thread"":""queueReceivingThread-lilywei-kernel-5b4df4c899-zr55r-PackageSubscriber-Consumer.packages.VirtualTopic.Package-0d42fb2c-7a13-495c-8225-b7e8d65741cc"",""level"":""INFO"",""loggerName"":""com.automationanywhere.packages.service.impl.PackageServiceImpl"",""message"":""The available version is already installed, so no need to install it again."",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.log4j.spi.AbstractLogger"",""contextMap"":{""NewRelic:span.id"":""8c810182a2de3cbd"",""NewRelic:trace.id"":""a9e66d339788d57e5edeeeb0caf3adfa""},""threadId"":373,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:07:58.937741741Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-46-14.us-west-2.compute.internal","INFO","Other","default","ip-10-19-46-14.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-zr55r","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","715","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","35.155.28.36","default_lilywei-kernel-5b4df4c899-zr55r_kernel-kernel","infrequent"
"1667250478937","10/31/2022 14:07:58.937 -0700","{""timestamp"":1667250478937,""log"":{""instant"":{""epochSecond"":1667250478,""nanoOfSecond"":937358000},""thread"":""queueReceivingThread-lilywei-kernel-5b4df4c899-zr55r-PackageSubscriber-Consumer.packages.VirtualTopic.Package-0d42fb2c-7a13-495c-8225-b7e8d65741cc"",""level"":""INFO"",""loggerName"":""com.automationanywhere.packages.service.impl.PackageServiceImpl"",""message"":""Pkg bot-command-iqbot - available:2.2.3-20221027-095811 - installed:2.2.3-20221027-095811 (global? true)"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.log4j.spi.AbstractLogger"",""contextMap"":{""NewRelic:span.id"":""8c810182a2de3cbd"",""NewRelic:trace.id"":""a9e66d339788d57e5edeeeb0caf3adfa""},""threadId"":373,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:07:58.937518715Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-46-14.us-west-2.compute.internal","INFO","Other","default","ip-10-19-46-14.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-zr55r","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","744","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","35.155.28.36","default_lilywei-kernel-5b4df4c899-zr55r_kernel-kernel","infrequent"
"1667250478936","10/31/2022 14:07:58.936 -0700","{""timestamp"":1667250478936,""log"":{""instant"":{""epochSecond"":1667250478,""nanoOfSecond"":935984000},""thread"":""queueReceivingThread-lilywei-kernel-5b4df4c899-zr55r-PackageSubscriber-Consumer.packages.VirtualTopic.Package-0d42fb2c-7a13-495c-8225-b7e8d65741cc"",""level"":""INFO"",""loggerName"":""com.automationanywhere.packages.migration.DefaultPackageMigrationService"",""message"":""Checking if pkg bot-command-iqbot-2.2.3-20221027-095811 needs to be installed"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.log4j.spi.AbstractLogger"",""contextMap"":{""NewRelic:span.id"":""8c810182a2de3cbd"",""NewRelic:trace.id"":""a9e66d339788d57e5edeeeb0caf3adfa""},""threadId"":373,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:07:58.936124932Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-46-14.us-west-2.compute.internal","INFO","Other","default","ip-10-19-46-14.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-zr55r","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","726","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","35.155.28.36","default_lilywei-kernel-5b4df4c899-zr55r_kernel-kernel","infrequent"
"1667250478936","10/31/2022 14:07:58.936 -0700","{""timestamp"":1667250478936,""log"":{""instant"":{""epochSecond"":1667250478,""nanoOfSecond"":935786000},""thread"":""queueReceivingThread-lilywei-kernel-5b4df4c899-zr55r-PackageSubscriber-Consumer.packages.VirtualTopic.Package-0d42fb2c-7a13-495c-8225-b7e8d65741cc"",""level"":""INFO"",""loggerName"":""com.automationanywhere.packages.migration.DefaultPackageMigrationService"",""message"":""CR version key selected:10520"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.log4j.spi.AbstractLogger"",""contextMap"":{""NewRelic:span.id"":""8c810182a2de3cbd"",""NewRelic:trace.id"":""a9e66d339788d57e5edeeeb0caf3adfa""},""threadId"":373,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:07:58.935911962Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-46-14.us-west-2.compute.internal","INFO","Other","default","ip-10-19-46-14.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-zr55r","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","678","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","35.155.28.36","default_lilywei-kernel-5b4df4c899-zr55r_kernel-kernel","infrequent"
